	corpus	htid	author	title	pub_date	genre	gender	white	origin_area	origin_nation	pub_code	imprint
56641	Hathi	nyp.33433082345095	Kuppord, Skelton,	The uncharted island	1899.0	Fiction					enk	London;T. Nelson and Sons;1899.
56666	Hathi	nyp.33433084129117	Beck, Helen Watson.	The princess' wedding feast; or, The wind spirit of Woenfels	1899.0	Fiction					enk	London;New York;F.T. Neely;1899
56681	Hathi	pst.000005552573	Praed, Campbell,	Madam Izàn	1899.0	Fiction					xx 	London;Chatto & Windus;1899.
56706	Hathi	uc1.$b358700	Boothby, Guy Newell,	The red rat's daughter	1899.0	Fiction					nyu	London;New York;Ward, Lock and Co.;1899.
56711	Hathi	uc1.$b686383	Sheehan, Patrick Augustine,	The triumph of failure	1899.0	Fiction					enk	London;Burns & Oates;New York;Benzinger;1899.
56714	Hathi	uc1.$b794822	Fisher, Lala Richardson,	By creek and gully;	1899.0	Fiction					enk	London;T. F. Unwin;1899.
56719	Hathi	uc1.31822011301926	Wagner, Richard,	Letters to Wesendonck et al	1899.0	Fiction					enk	London;G. Richards;1899
56727	Hathi	uc1.32106008957109	Smeaton, William Henry Oliphant,	A mystery of the Pacific	1899.0	Fiction					enk	London;Blackie & Son, Ltd.;1899.
56819	Hathi	uc1.b3321917	Besant, Walter,	The changling	1899.0	Fiction					enk	London;Chatto & Windus;1899.
56828	Hathi	uc1.b3322712	Ainsworth, William Harrison,	Guy Fawkes; or, The gunpowder treason	1899.0	Fiction					xx 	London;G. Routledge and sons, limited;1899?
56835	Hathi	uc1.b3324545	Lever, Charles James,	Gerald Fitzgerald, the chevalier	1899.0	Fiction					enk	London;Downey and Co.;1899.
56841	Hathi	uc1.b3325320	Walker, E. O.	A romance of Ceylon	1899.0	Fiction					enk	London;T. F. Unwin;1899.
56853	Hathi	uc1.b3327068	Mathew, Frank James,	Defender of the faith	1899.0	Fiction					enk	London;John Lane: the Bodley Head London and New York;1899.
56895	Hathi	uc1.b3332207	Henty, G. A.	Both sides of the border;	1899.0	Fiction					enk	London;Blackie;1899.
56897	Hathi	uc1.b3334341	O'Sullivan, Vincent,	The green window	1899.0	Fiction					enk	Lond n;Leonard Smithers and Co.;1899;(London;Chiswick Press)
56927	Hathi	uc1.b3578848	Becke, Louis,	Rídan the Devil and other stories	1899.0	Fiction					enk	London;T. Fisher Unwin;1899.
56937	Hathi	uc1.b3810849	Bullen, Frank Thomas,	Idylls of the sea and other marine sketches	1899.0	Fiction					enk	London;Grant Richards;1899
56959	Hathi	uc1.b4316118		Foreign courts and foreign homes	1899.0	Fiction					   	London;Longmans, Green;1899.
56986	Hathi	uc2.ark:/13960/t03x8ds0b	Coulton, G. G.	Father Rhine	1899.0	Fiction					enk	London;Dent;1899
56990	Hathi	uc2.ark:/13960/t05x27p65	Arnold, Edwin,	The queen's justice	1899.0	Fiction					enk	London;T. Burleigh;1899.
56995	Hathi	uc2.ark:/13960/t07w69q48	Rougemont, Louis de,	The adventures of Louis de Rougemont	1899.0	Fiction					enk	London;George Newnes;1899.
57003	Hathi	uc2.ark:/13960/t09w0fn3w	Praed, Campbell,	Madame Izan;	1899.0	Fiction					enk	London;Chatto;1899.
57007	Hathi	uc2.ark:/13960/t0cv4dv8c	Montagnac, Noël de.	Negro nobodies;	1899.0	Fiction					enk	London;T. F. Unwin;1899.
57008	Hathi	uc2.ark:/13960/t0cv4hq0z	Carleton, William,	The Black Prophet;	1899.0	Fiction					enk	London;Lawrence & Bullen;1899.
57014	Hathi	uc2.ark:/13960/t0gt5p19c	Morrison, Arthur,	To London town	1899.0	Fiction					   	London;Methuen;1899.
57016	Hathi	uc2.ark:/13960/t0ht2jf79	Sprigge, Samuel Squire,	Odd issues	1899.0	Fiction					enk	London;Leonard Smith;1899.
57019	Hathi	uc2.ark:/13960/t0ms3rt3r	Yonge, Charlotte M.	The pilgrimage of the Ben Beriah	1899.0	Fiction					enk	London;New York;Macmillan;1899.
57026	Hathi	uc2.ark:/13960/t0tq5zt8k	Ainsworth, William Harrison,	The flitch of bacon; or, The custom of Dunmow	1899.0	Fiction					enk	London;G. Routledge and sons, limited;1899
57028	Hathi	uc2.ark:/13960/t0wp9wv7h		Sporting adventures of Charles Carrington, Esq., and other stories	1899.0	Fiction					enk	London;Redway;1899.
57043	Hathi	uc2.ark:/13960/t16m34t6k	Bevan, Tom,	The thane of the dean	1899.0	Fiction					enk	London;S.W. Partridge;1899.
57056	Hathi	uc2.ark:/13960/t1dj5bb8p	Balzac, Honoré de,	Droll stories ; Sarrasine	1899.0	Fiction					enk	London;Printed for Subscribers only;1899.
57059	Hathi	uc2.ark:/13960/t1gh9h54c	Le Queux, William,	The veiled man	1899.0	Fiction					enk	London;F.V. White;1899.
57076	Hathi	uc2.ark:/13960/t1sf2p57b	Balzac, Honoré de,	Droll Stories	1899.0	Fiction					enk	London;Printed for subscribers only;1899.
57100	Hathi	uc2.ark:/13960/t28913f1v	Ellis, Beth.	An English girl's first impression of Burmah	1899.0	Fiction					enk	Wigan;R. Platt;London;Simpkin, Marshall, Hamilton, Kent;1899.
57127	Hathi	uc2.ark:/13960/t2r49j538	Brémont, Anna Dunphy,	The gentleman digger	1899.0	Fiction					enk	London;Greening;1899.
57129	Hathi	uc2.ark:/13960/t2t43m08m	Pemberton, Max,	The signors of the night;	1899.0	Fiction					enk	London;C. A. Pearson;1899.
57136	Hathi	uc2.ark:/13960/t2x34q10d	Fielding, H.	Thibaw's queen	1899.0	Fiction					enk	London;New York;Harper;1899.
57149	Hathi	uc2.ark:/13960/t3319zd5p	Fison, Lois A.	Merry Suffolk;	1899.0	Fiction					enk	London;Jarrold & Sons;1899.
57160	Hathi	uc2.ark:/13960/t39z97p67	Smedley, Frank E.	Frank Fairlegh; or, Scenes from the life of a private pupil	1899.0	Fiction					enk	London;Downey & co.;1899.
57165	Hathi	uc2.ark:/13960/t3dz0dn3x	Wood, Henry,	East Lynne	1899.0	Fiction					enk	London;New York;Macmillan;1899.
57172	Hathi	uc2.ark:/13960/t3jw8dj35	Wood, Henry,	Adam Grainger, and other stories	1899.0	Fiction					enk	London ;New York;Macmillan;1899.
57186	Hathi	uc2.ark:/13960/t3ws8kw0b	Lover, Samuel,	Legends and stories of Ireland (second series)	1899.0	Fiction					enk	Westminster;A. Constable & co.;1899.
57197	Hathi	uc2.ark:/13960/t43r0sc1b	Lover, Samuel,	Legends and stories of Ireland (first series)	1899.0	Fiction					enk	Westminster;A. Constable;1899.
57202	Hathi	uc2.ark:/13960/t45q4vw44	Petronius Arbiter.	The Satyricon of Petronius Arbiter, a Roman knight	1899.0	Fiction					enk	London;For private circulation;1899.
57210	Hathi	uc2.ark:/13960/t49p2zw31	Broughton, Rhoda,	A beginner	1899.0	Fiction					enk	London;New York;Macmillan;1899.
57220	Hathi	uc2.ark:/13960/t4fn1314g	Whyte-Melville, G. J.	The white rose	1899.0	Fiction					enk	London;W. Thacker;Calcutta;Thacker, Spink;1899.
57226	Hathi	uc2.ark:/13960/t4nk3k038	Hynam, F. Ethel.	The secrets of the night	1899.0	Fiction					xx 	London;E. Stock;1899.
57228	Hathi	uc2.ark:/13960/t4th8f22s	Shannon, W. F.	The mess deck	1899.0	Fiction					enk	London;Lawrence and Bullen;1899.
57238	Hathi	uc2.ark:/13960/t50g3k54b	Macleod, Fiona,	The dominion of dreams	1899.0	Fiction					enk	Westminster;Archbald Constable;1899.
57243	Hathi	uc2.ark:/13960/t53f4nm20	Swan, Annie S.,	Thankful rest	1899.0	Fiction					enk	London;T. Nelson;1899.
57246	Hathi	uc2.ark:/13960/t54f1xw7g	Blackburn, Douglas,	Prinsloo of Prinsloosdorp	1899.0	Fiction					enk	London;Dunbar Bros.;1899?
57259	Hathi	uc2.ark:/13960/t5cc0x07x	Mallock, W. H.	The individualist	1899.0	Fiction					enk	London;Chapman and Hall;1899.
57261	Hathi	uc2.ark:/13960/t5db7w52z	Pangborn, Frederic Werden,	Perdida	1899.0	Fiction					enk	London;New York [etc.;Wright & Company;c1899
57269	Hathi	uc2.ark:/13960/t5gb2046d	Binstead, Arthur M.	Gal's gossip	1899.0	Fiction					enk	London;Sands;1899.
57270	Hathi	uc2.ark:/13960/t5gb20t2f	Whyte-Melville, G. J.	Contraband	1899.0	Fiction					enk	London;W. Thacker;Calcutta;Thacker, Spink;1899.
57281	Hathi	uc2.ark:/13960/t5p84564b	Crooke, William,	The talking thrush;	1899.0	Fiction					enk	London;J. M. Dent & Co.;1938
57282	Hathi	uc2.ark:/13960/t5p845v79	Boccaccio, Giovanni,	Tales from Boccaccio	1899.0	Fiction					enk	London;G. Allen;1899.
57294	Hathi	uc2.ark:/13960/t5w66ft2p	Cunningham, H. S.	The Coeruleans	1899.0	Fiction					enk	London;Macmillan;1899.
57295	Hathi	uc2.ark:/13960/t5w66gd2q	Russell, William Clark,	The last entry	1899.0	Fiction					enk	London;Chatto;1899.
57305	Hathi	uc2.ark:/13960/t6542q73d	Canton, William,	The invisible playmate & W.V. her book	1899.0	Fiction					enk	London;Isbister;1899.
57311	Hathi	uc2.ark:/13960/t6639nr4d	Dowson, Ernest Christopher,	Adrian Rome	1899.0	Fiction					enk	London;Methuen;1899.
57323	Hathi	uc2.ark:/13960/t6h12vt1s	Daggett, Mary Stewart,	The broad aisle;	1899.0	Fiction					xx 	London;New York;F. T. Neely;c1899
57329	Hathi	uc2.ark:/13960/t6k070r7m	Stephen, Harry Lushington,	State trials, political and social	1899.0	Fiction					enk	London;Duckworth and Co.;1899-1902.
57339	Hathi	uc2.ark:/13960/t6sx6503p	Escott, T. H. S.	A trip to Paradoxia and other humours of the hour	1899.0	Fiction					enk	London;Greening & Co.;1899.
57342	Hathi	uc2.ark:/13960/t6vx08f14	Whyte-Melville, G. J.	Tilbury Nogo	1899.0	Fiction					enk	London;W. Thacker;Calcutta;Thacker, Spink;1899.
57383	Hathi	uc2.ark:/13960/t7vm47s5t	Caunter, Hobart,	The romance of history: India	1899.0	Fiction					enk	London;Pearson;1899.
57392	Hathi	uc2.ark:/13960/t81j9dn73	Barrett, Wilson,	The daughters of Babylon	1899.0	Fiction					enk	London;John MacQueen;1899.
57394	Hathi	uc2.ark:/13960/t82j69f2x	Henty, G. A.	Won by the sword;	1899.0	Fiction					enk	London;Blackie;1899?
57409	Hathi	uc2.ark:/13960/t89g5jz2n	Whyte-Melville, G. J.	M. or N	1899.0	Fiction					enk	London;W. Thacker;Calcutta;Thacker, Spink;1899.
57414	Hathi	uc2.ark:/13960/t8cf9nf9b		'An Indian tale or two'	1899.0	Fiction					enk	Blackheath;H. Burnside;1899
57422	Hathi	uc2.ark:/13960/t8hd7rf9q	Ganthony, Robert.	Random recollections	1899.0	Fiction					enk	London;H. J. Drane;1899
57423	Hathi	uc2.ark:/13960/t8jd4qs9z	Norris, Frank,	Shanghaied	1899.0	Fiction					enk	London;Grant Richards;1899.
57427	Hathi	uc2.ark:/13960/t8nc5wc5p	Barr, Amelia Edith Huddleston,	Woven of love and glory	1899.0	Fiction					enk	London;Frederick Warne;1899?
57434	Hathi	uc2.ark:/13960/t8v981q54	Yonge, Charlotte M.	Magnum bonum; or, Mother Carey's brood	1899.0	Fiction					enk	London;Macmillan;1899.
57439	Hathi	uc2.ark:/13960/t91836m5f	Upward, Allen,	Athelstane Ford	1899.0	Fiction					enk	London;Pearson;1899.
57446	Hathi	uc2.ark:/13960/t9862t682	Pease, Howard,	Tales of Northumbria	1899.0	Fiction					enk	London;Methuen;1899.
57454	Hathi	uc2.ark:/13960/t9c53mq7s	Collingwood, W. G.	Coniston tales	1899.0	Fiction					enk	Ulverston [Lancashire;Wm. Holmes;1899.
57469	Hathi	uc2.ark:/13960/t9s17wj67	Gréville, Henry,	The little Russian servant	1899.0	Fiction					enk	London;New York [etc.;F.T. Neely;1899
57475	Hathi	uc2.ark:/13960/t9w09303f	Bell, John.	In the shadow of the bush	1899.0	Fiction					enk	London;Sands;1899.
57476	Hathi	uc2.ark:/13960/t9x05zh39		Yule-tide yarns	1899.0	Fiction					enk	London;New York;Bombay;Longmans, Green, and Co.;1899.
57479	Hathi	uiuo.ark:/13960/t00z73x0f	Hamsun, Knut,	Hunger	1899.0	Fiction					enk	London;L. Smithers;1899.
57485	Hathi	uiuo.ark:/13960/t3320md5g	Eliot, George,	Scenes of clerical life	1899.0	Fiction					enk	London;Hawarden Press;1899.
57499	Hathi	umn.319510020604017		The Universal anthology	1899.0	Fiction					enk	London;Clarke Co.;1899.
57505	Hathi	umn.31951002120748m	Gallon, Tom,	The kingdom of hate	1899.0	Fiction					enk	London;Hutchinson;1899.
57506	Hathi	umn.31951002131347t	Smedley, Frank E.	Harry Coverdale's courtship and all that came of it	1899.0	Fiction					enk	London;Downey & Co., Ltd.;1899.
57520	Hathi	uva.x000367723	Skram, Amalie,	Professor Hieronimus	1899.0	Fiction					enk	London;New York;John Lane, The Bodley Head;1899.
57534	Hathi	uva.x000676502	Thornton, Marcellus Eugene.	"My ""budie"" and I"	1899.0	Fiction					enk	London;New York;F.T. Neely;c1899.
57539	Hathi	uva.x000936748	Balzac, Honoré de,	Droll stories--Sarrasine--A passion in the desert--The girl with golden eyes	1899.0	Fiction					enk	London;Printed for subscribers only;1899.
57559	Hathi	uva.x002649839	Edwardson, E.	The courteous knight and other tales	1899.0	Fiction					xx 	London;T. Nelson;1899.
57569	Hathi	uva.x004385674	Harland, Henry,	Comedies and errors	1899.0	Fiction					enk	London;Lane;New York;Bodley Head, 1899.
57576	Hathi	uva.x030736344	Mendum, Bedloe.	The barbarian, and other stories	1899.0	Fiction					enk	London;New York;F. T. Nely;c1899
57588	Hathi	uva.x030788087	Green, Rutger Bleecker.	The happy hearing	1899.0	Fiction					enk	London;New York;F.T. Neely;1899
57589	Hathi	uva.x030788423	Russell, T. Baron.	The mandate	1899.0	Fiction					xx 	London;New York;J. Lane;1899.
57640	Hathi	wu.89095151163	Whistler, Charles W.	Havelok the Dane	1899.0	Fiction					enk	London;New York [etc.;T. Nelson and Sons;1899
57642	Hathi	wu.89097996128	Leeds, Virginia Niles.	The honor of a gentleman	1899.0	Fiction					enk	London;New York;F.T. Neely;c1899
57671	Hathi	wu.89104495684	Howard, Blanche Willis,	Vroni	1899.0	Fiction					enk	London;F. Warne;1899.
57676	Hathi	coo.31924013167360		The witty and entertaining exploits of George Buchanan, commonly called the King's Fool	1900.0	Fiction					enk	London;1900.
57716	Hathi	coo.31924016651402	Smollett, T.	Works	1900.0	Fiction					enk	London;Gibbings;Philadelphia;J.B. Lippincott;1900-1903 (v. 1, 1903)
57734	Hathi	coo.31924028149668		The golden ship and other tales	1900.0	Fiction					enk	London;Universities Mission to Central Africa;1900.
57771	Hathi	dul1.ark:/13960/t3gx4t81s	Bennett, Mary E.	The Jew's daughter, or, The witch of the water-side	1900.0	Fiction					enk	London;Milner and Co.;ca. 1900
57775	Hathi	ien.35556038346011	Holmes, Thomas,	Pictures and problems from London police courts	1900.0	Fiction					enk	London;E. Arnold;1900.
57777	Hathi	inu.30000003133299	Buchan, John,	The half-hearted	1900.0	Fiction					enk	London;Hodder & Stoughton;1900
57790	Hathi	inu.32000000656480	Sims, George R.,	Without the limelight;	1900.0	Fiction					enk	London;Chatto & Windus;1900.
57795	Hathi	inu.39000001057152	Roberts, Morley,	Lord Linlithgow	1900.0	Fiction					enk	London;Edward Arnold;1900.
57799	Hathi	inu.39000005512673	Fernald, Chester Bailey,	Chinatown stories	1900.0	Fiction					enk	London;W. Heinemann;1900.
57840	Hathi	mdp.39015001514713	James, Henry,	The soft side	1900.0	Fiction					enk	London;Methuen & co.;1900.
57849	Hathi	mdp.39015004189257	Weedon, L. L.	The pets' panorama	1900.0	Fiction					enk	London;E. Nister;New York;E.P. Dutton;1900?
57865	Hathi	mdp.39015005594778	Cervantes Saavedra, Miguel de,	The history of the valorous & witty knight-errant Don Quixote of the Mancha	1900.0	Fiction					enk	London, &;New York;Macmillan & co.;1900.
57878	Hathi	mdp.39015008642616	Sterne, Laurence,	The life and opinions of Tristram Shandy, gentleman & A sentimental journey through France and Italy	1900.0	Fiction					enk	London;New York;Macmillan and co., limited;1900.
57886	Hathi	mdp.39015011421248	Linton, E. Lynn	The second youth of Theodora Desanges	1900.0	Fiction					enk	London;Hutchinson & co.;1900.
57896	Hathi	mdp.39015014428521	Rouse, W. H. D.	The giant crab and other tales from old India	1900.0	Fiction					enk	London;D. Nutt;1900.
57899	Hathi	mdp.39015016991930	Katherine,	Towards the land of the rising sun	1900.0	Fiction					enk	London;Society fo Promoting Christian Knowledge;1900.
57902	Hathi	mdp.39015019764441	Ibsen, Henrik,	When we dead awaken	1900.0	Fiction					enk	London;William Heinemann;1900.
57907	Hathi	mdp.39015020173616	Swettenham, Frank Athelstane,	The real Malay;	1900.0	Fiction					enk	London and New York;J. Lane;1900.
57923	Hathi	mdp.39015029241703	Becke, Louis,	The adventures of Louis Blake	1900.0	Fiction					enk	London;T.W. Laurie;1900?.
57942	Hathi	mdp.39015030719606	Wells, H. G.	Love and Mr. Lewisham	1900.0	Fiction					xx 	London and New York;harper & brothers;1900.
57943	Hathi	mdp.39015030735560	Belloc, Hilaire,	Lambkin's remains	1900.0	Fiction					enk	Oxford;Proprietors of the J. C. R.;1900.
57958	Hathi	mdp.39015031234027	FitzGerald, Edward,	Miscellanies	1900.0	Fiction					enk	London;Macmillan and co., limited;New York;Macmillan company;1900.
57963	Hathi	mdp.39015031897229	Sienkiewicz, Henryk,	In the new promised land;	1900.0	Fiction					enk	London;Jarrold & sons;1900
57994	Hathi	mdp.39015051375734	Sichel, Edith Helen,	The household of the Lafayettes	1900.0	Fiction					enk	Westminster;A. Constable and co., [etc., etc.;1900.
58002	Hathi	mdp.39015055066578	Hollingshead, John.	According to my lights	1900.0	Fiction					enk	London;Chatto & Windus;1900.
58009	Hathi	mdp.39015059403983	Harris, Frank,	Montes the matador, and other stories	1900.0	Fiction					enk	London;G. Richards;1900.
58010	Hathi	mdp.39015059405830	Le Gallienne, Richard,	The worshipper of the image	1900.0	Fiction					enk	London;New York;John Lane;1900.
58011	Hathi	mdp.39015059405889	Phillpotts, Eden,	Sons of the morning	1900.0	Fiction					enk	London;Methuen & Co.;1900.
58014	Hathi	mdp.39015059415359	Miller, Thomas,	Gideon Giles, the roper	1900.0	Fiction					enk	London;W. Nicholson & sons;1900?
58016	Hathi	mdp.39015059422181	Jefferies, Richard,	Red deer	1900.0	Fiction					enk	London;New York [etc.;Longmans, Green & co.;1900.
58022	Hathi	mdp.39015063524899	Castle, Egerton,	Marshfield the Observer	1900.0	Fiction					enk	London;Macmillan;1900.
58025	Hathi	mdp.39015063525698	Baring-Gould, S.	In a quiet village	1900.0	Fiction					enk	London;Isbister;1900.
58028	Hathi	mdp.39015063547361	Crockett, S. R.	The Stickit minister's wooing	1900.0	Fiction					enk	London;Hodder & Stoughton;1900.
58029	Hathi	mdp.39015063547668	Hobbes, John Oliver,	Robert Orange	1900.0	Fiction					enk	London;T. F.Unwin;1900.
58030	Hathi	mdp.39015063548211	Corelli, Marie,	Boy;	1900.0	Fiction					enk	London;Hutchinson & co.;1900.
58037	Hathi	mdp.39015063551975	Barr, Robert,	The countess Tekla	1900.0	Fiction					enk	London;Methuen & co.;1900.
58045	Hathi	mdp.39015063914082	Becke, Louis,	Edward Barry	1900.0	Fiction					enk	London;T. F. Unwin;1900.
58050	Hathi	mdp.39015063919222	Harland, Henry,	The cardinal's snuff box	1900.0	Fiction					enk	London;New York;J. Lane;1900.
58055	Hathi	mdp.39015063925716	Reid, Mayne,	The quadroon;	1900.0	Fiction					enk	London;G. Routledge & sons;1900
58056	Hathi	mdp.39015063925757	Reid, Mayne,	The war-trail;	1900.0	Fiction					enk	London;G. Routledge & sons;New York;E. P. Dutton & co.;1900
58057	Hathi	mdp.39015063925765	Reid, Mayne,	The white chief	1900.0	Fiction					enk	London;G. Routledge & sons;New York;E. P. Dutton & co.;1900
58060	Hathi	mdp.39015063931771	Anstey, F.,	The brass bottle	1900.0	Fiction					enk	London;Smith, Elder;1900.
58068	Hathi	mdp.39015063938750	Lloyd, John Uri,	Stringtown on the pike;	1900.0	Fiction					enk	London;Hodder and Stoughton;1900.
58074	Hathi	mdp.39015063947868	Montrésor, Frances Frederica,	The one who looked on	1900.0	Fiction					enk	London;Hutchinson;1900
58103	Hathi	mdp.39015064094165	Israëls, Jozef,	Spain	1900.0	Fiction					enk	London;John C. Nimmo;1900.
58152	Hathi	mdp.39015073479324	Henty, G. A.	A roving commission, or, Through the black insurrection of Hayti	1900.0	Fiction					enk	London;Blackie;1900.
58153	Hathi	mdp.39015073480777	Henty, G. A.	Won by the sword	1900.0	Fiction					enk	London;Blackie & Son, Limited;1900.
58161	Hathi	mdp.39015073484209	Henty, G. A.	No surrender!	1900.0	Fiction					enk	London;Blackie & Son, limited;1900.
58176	Hathi	mdp.39015073486642	Henty, G. A.	Do your duty	1900.0	Fiction					enk	London;Blackie;1900?
58204	Hathi	mdp.39015078569038	Ballantyne, R. M.	The dog Crusoe and his master	1900.0	Fiction					enk	London;New York [etc.;T. Nelson and sons;190-
58205	Hathi	mdp.39015078569624	Golschmann, Léon,	Boy Crusoes	1900.0	Fiction					enk	London;Glasgow;Blackie and Son Limited;1900-1906?
58236	Hathi	mdp.39015088642445	Ingelow, Jean,	Stories told to a child	1900.0	Fiction					enk	London;Wells Gardner, Darton;1900?
58314	Hathi	nc01.ark:/13960/t00017p6x		He who was once a little child	1900.0	Fiction					enk	London;New York;Thomas Nelson;1900?
58323	Hathi	nc01.ark:/13960/t1vd73n87	De Morgan, Mary.	The windfairies and other tales	1900.0	Fiction					enk	London;Seeley;1900.
58363	Hathi	nc01.ark:/13960/t6f201n7g	Kingston, William Henry Giles,	Manco the Peruvian chief	1900.0	Fiction					enk	London;New York;Collins' Clear-Type Press;1900?
58384	Hathi	nc01.ark:/13960/t91848n2n	Hocking, Silas K.	Real grit	1900.0	Fiction					enk	London;New York;F. Warne;1900?
